# r (Mpc/h_fid) | xi
6.600000e+01	2.901289e-03
6.800000e+01	2.447785e-03
7.000000e+01	2.161476e-03
7.200000e+01	1.822694e-03
7.400000e+01	1.733494e-03
7.600000e+01	1.375670e-03
7.800000e+01	1.205593e-03
8.000000e+01	8.664203e-04
8.200000e+01	6.438780e-04
8.400000e+01	6.396290e-04
8.600000e+01	6.545934e-04
8.800000e+01	8.260043e-04
9.000000e+01	8.328077e-04
9.200000e+01	9.974383e-04
9.400000e+01	1.199877e-03
9.600000e+01	1.360542e-03
9.800000e+01	1.494919e-03
1.000000e+02	1.531821e-03
1.020000e+02	1.478965e-03
1.040000e+02	1.444602e-03
1.060000e+02	1.258047e-03
1.080000e+02	1.013352e-03
1.100000e+02	8.468027e-04
1.120000e+02	5.751335e-04
1.140000e+02	3.825679e-04
1.160000e+02	2.002003e-04
1.180000e+02	5.740068e-05
1.200000e+02	-3.369799e-05
1.220000e+02	-1.073656e-04
1.240000e+02	-1.908991e-04
